ico_id,date_id,project_id,platform_id,category_id,token_role_id,raised_usd,ico_price,fundraise_goal,total_token,sold
ICO626,DA507,PRO597,PLAT11,CAT1,TR0,4160000,0.1,200000,100000000,
ICO627,DA664,PRO762,PLAT13,CAT1,TR0,100000,0.03,,1000000000,21
ICO628,DA1138,PRO1261,PLAT13,CAT1,TR0,2830000,0.04,250000,1000000000,
ICO629,DA1223,PRO1352,PLAT14,CAT1,TR0,3730000,0.45,1245000,100000000,22
ICO630,DA778,PRO877,PLAT15,CAT1,TR0,27000000,0.2,6000000,1000000000,19.5
ICO631,DA778,PRO1353,PLAT15,CAT1,TR0,27000000,0.2,6000000,1000000000,19.5
ICO632,DA830,PRO931,PLAT16,CAT1,TR0,12600000,,,1000000000,10
ICO633,DA863,PRO967,PLAT16,CAT1,TR0,9650000,0.23,,100000000,65
ICO634,DA909,PRO1016,PLAT16,CAT1,TR0,6200000,,,808257693,50
ICO635,DA931,PRO1038,PLAT16,CAT1,TR0,9190000,0.1,10000000,375000000,44.6
ICO636,DA859,PRO961,PLAT17,CAT1,TR0,22700000,1,,32100000000,50
ICO637,DA929,PRO1036,PLAT20,CAT1,TR0,7440000,0.2,6000000,415000000,50
ICO638,DA1063,PRO1182,PLAT20,CAT1,TR0,,0.04,,,
ICO639,DA957,PRO1064,PLAT21,CAT1,TR0,2310000,,,,
ICO640,DA962,PRO1069,PLAT21,CAT1,TR0,500000,0,500000,1E+11,5
ICO641,DA968,PRO1076,PLAT22,CAT1,TR0,160000,,,1E+11,3
ICO642,DA968,PRO1077,PLAT2,CAT21,TR0,27200000,1,,200000000,20
ICO643,DA994,PRO1108,PLAT24,CAT1,TR0,23000000,0,,12600000000,20
ICO644,DA1015,PRO1131,PLAT25,CAT1,TR0,7000000,0.01,,10000000000,9
ICO645,DA154,PRO191,PLAT0,CAT3,TR0,600000,10.6,,80000000,
ICO646,DA10,PRO10,PLAT1,CAT3,TR0,2500000,1,1500000,20000000,14.5
ICO647,DA666,PRO764,PLAT1,CAT3,TR0,2200000,0.16,1440000,100000000,17.5
ICO648,DA679,PRO777,PLAT1,CAT3,TR0,38110000,1.1,110000,10000000,19
ICO649,DA745,PRO844,PLAT1,CAT3,TR0,3500000,0.8,175000,150000000,10
ICO650,DA771,PRO870,PLAT1,CAT3,TR0,,0.04,250000,1000000000,
ICO651,DA1027,PRO1145,PLAT1,CAT3,TR0,16000000,0,,9.99E+11,20
ICO652,DA1054,PRO1173,PLAT1,CAT3,TR0,3000000,0.46,3000000,100000000,6.52
ICO653,DA1095,PRO1216,PLAT1,CAT3,TR0,18000000,0.01,10000000,,75
ICO654,DA1134,PRO1256,PLAT1,CAT3,TR0,,,,30000000,
ICO655,DA1136,PRO1259,PLAT1,CAT3,TR0,2000000,0.02,2000000,1000000000,
ICO656,DA42,PRO51,PLAT1,CAT3,TR1,1720000,0.11,220000,100000000,
ICO657,DA42,PRO52,PLAT2,CAT7,TR0,2250000,0.09,,100000000,37
ICO658,DA14,PRO14,PLAT2,CAT3,TR0,100000,0.1,100000,155000000,
ICO659,DA19,PRO20,PLAT2,CAT3,TR0,2390000,0.03,,20000000000,
ICO660,DA28,PRO31,PLAT2,CAT3,TR0,1681160000,,,1000000000,25
ICO661,DA44,PRO54,PLAT2,CAT3,TR0,4980000,3,210000,10000000,25
ICO662,DA44,PRO58,PLAT2,CAT2,TR0,1350000,0.01,534465,900000000,40
ICO663,DA61,PRO80,PLAT2,CAT3,TR0,5400000,0.19,,,
ICO664,DA61,PRO75,PLAT2,CAT9,TR0,1000000,,,10000000,
ICO665,DA72,PRO96,PLAT2,CAT3,TR0,2000000,0.15,,100000000,
ICO666,DA72,PRO101,PLAT2,CAT2,TR0,2000000,0.1,200000,100000000,33.5
ICO667,DA72,PRO89,PLAT2,CAT4,TR0,1800000,0.4,200000,50000000,10
ICO668,DA72,PRO100,PLAT2,CAT6,TR0,4750000,1,14000000,400000000,26.5
ICO669,DA93,PRO120,PLAT2,CAT3,TR0,28100000,0.55,3506250,425000000,9.5
ICO670,DA93,PRO127,PLAT2,CAT2,TR0,1600000,0.01,,1000000000,16
ICO671,DA105,PRO135,PLAT2,CAT3,TR0,2650000,3,150000,2000000,
ICO672,DA112,PRO150,PLAT2,CAT3,TR0,3300000,0.03,200000,1000000000,20
ICO673,DA112,PRO142,PLAT1,CAT8,TR0,1910000,0.09,305000,100000000,24.5
ICO674,DA134,PRO168,PLAT2,CAT3,TR0,680000,0,679999,1E+12,
ICO675,DA155,PRO192,PLAT2,CAT3,TR0,240000,0.01,900000,500000000,50
ICO676,DA165,PRO203,PLAT2,CAT3,TR0,42000000,8,24000000,,
ICO677,DA169,PRO207,PLAT2,CAT3,TR0,290000,1,,500000000,25
ICO678,DA187,PRO225,PLAT2,CAT3,TR0,2550000,0.14,150000,100000000,18
ICO679,DA187,PRO226,PLAT2,CAT2,TR0,2500000,0.02,,100000000,29.5
ICO680,DA187,PRO227,PLAT2,CAT4,TR0,1610000,0.01,,1000000000,23.5
ICO681,DA190,PRO230,PLAT2,CAT3,TR0,1850000,0.04,340000,1000000000,
ICO682,DA208,PRO252,PLAT2,CAT3,TR0,1400000,0.03,,250000000,26.81
ICO683,DA282,PRO335,PLAT2,CAT3,TR0,1920000,0.08,600000,100000000,25
ICO684,DA432,PRO515,PLAT2,CAT3,TR0,36000000,,,,
ICO685,DA462,PRO549,PLAT2,CAT3,TR0,180000,0.03,180000,1000000000,
ICO686,DA499,PRO589,PLAT2,CAT3,TR0,1080000,0,,10000000000,
ICO687,DA517,PRO609,PLAT2,CAT3,TR0,150000000,0.55,31450000,1000000000,25
ICO688,DA517,PRO613,PLAT2,CAT3,TR0,1330000,0.2,500000,1000000000,
ICO689,DA568,PRO662,PLAT2,CAT3,TR0,34000000,0.06,22000000,10000000000,
ICO690,DA642,PRO740,PLAT2,CAT3,TR0,1840000,0.04,1840000,1000000000,10
ICO691,DA698,PRO797,PLAT2,CAT3,TR0,53500000,,,1000000000,30
ICO692,DA723,PRO822,PLAT2,CAT3,TR0,5200000,0.25,100000,400000000,33.77
ICO693,DA782,PRO881,PLAT2,CAT3,TR0,50000000,0.67,,100000000,60
ICO694,DA786,PRO885,PLAT2,CAT3,TR0,17200000,,,400000000,60
ICO695,DA790,PRO889,PLAT2,CAT3,TR0,24710000,,,100000000,85
ICO696,DA793,PRO892,PLAT2,CAT3,TR0,150950000,,,25000000000,30
ICO697,DA796,PRO895,PLAT2,CAT3,TR0,20480000,,,1000000000,50
ICO698,DA798,PRO897,PLAT2,CAT3,TR0,5550000,,,60000000,83
ICO699,DA813,PRO914,PLAT2,CAT3,TR0,9030000,0.68,,150000000,15
ICO700,DA817,PRO918,PLAT2,CAT3,TR0,50000000,0.3,,650000000,50
ICO701,DA822,PRO923,PLAT2,CAT3,TR0,52500000,0.1,,750000000,70
ICO702,DA828,PRO929,PLAT2,CAT3,TR0,3870000,,,,51
ICO703,DA834,PRO935,PLAT2,CAT3,TR0,10000000,0.02,,1000000000,55
ICO704,DA835,PRO936,PLAT2,CAT3,TR0,9880000,0.5,,100000000,52
ICO705,DA838,PRO940,PLAT2,CAT3,TR0,26400000,,,1000000000,40
ICO706,DA841,PRO943,PLAT2,CAT3,TR0,11300000,,,1300000000,80
ICO707,DA846,PRO948,PLAT2,CAT3,TR0,27500000,0.1,,1000000000,50
ICO708,DA861,PRO969,PLAT2,CAT3,TR0,20000000,0.1,,297000000,65
ICO709,DA861,PRO966,PLAT2,CAT11,TR0,22920000,,,1800000000,40
ICO710,DA861,PRO964,PLAT2,CAT10,TR0,7060000,,,1600000000,25
ICO711,DA861,PRO963,PLAT2,CAT16,TR0,27700000,,,500000000,60
ICO712,DA868,PRO973,PLAT2,CAT3,TR0,49000000,,,10000000000,22
ICO713,DA875,PRO980,PLAT2,CAT3,TR0,36170000,0.01,,22490000000,37.35
ICO714,DA879,PRO985,PLAT2,CAT3,TR0,12110000,,,10000000,80
ICO715,DA933,PRO1040,PLAT2,CAT3,TR0,15000000,,,2100000000,45
ICO716,DA950,PRO1057,PLAT2,CAT3,TR0,10000000,0.8,10000000,,20
ICO717,DA980,PRO1094,PLAT2,CAT3,TR0,5100000,0.15,,100000000,22
ICO718,DA984,PRO1098,PLAT2,CAT3,TR0,50500000,0.02,,,25
ICO719,DA992,PRO1106,PLAT2,CAT3,TR0,9960000,0,,1E+11,16.39
ICO720,DA1023,PRO1140,PLAT2,CAT3,TR0,170000,,,750000000,17
ICO721,DA1043,PRO1162,PLAT2,CAT3,TR0,8190000,0.01,3800000,405002002,85
ICO722,DA1055,PRO1174,PLAT2,CAT3,TR0,2000000,0.01,2000000,5000000000,8
ICO723,DA1064,PRO1184,PLAT2,CAT3,TR0,6500000,1,,,
ICO724,DA1071,PRO1191,PLAT2,CAT3,TR0,2000000,0.75,,250000000,30
ICO725,DA1076,PRO1196,PLAT2,CAT3,TR0,,34,,10000000,
ICO726,DA1078,PRO1198,PLAT2,CAT3,TR0,4720000,1.81,,,
ICO727,DA1089,PRO1209,PLAT2,CAT3,TR0,340000,,340000,,
ICO728,DA1089,PRO1211,PLAT2,CAT4,TR0,3000000,0.01,3000000,3000000000,12
ICO729,DA1091,PRO1212,PLAT2,CAT3,TR0,30000000,0.5,,200000000,
ICO730,DA1092,PRO1213,PLAT2,CAT3,TR0,4800000,2.5,4800000,24000000,8
ICO731,DA1093,PRO1214,PLAT2,CAT3,TR0,230000,0.25,,100000000,5
ICO732,DA1094,PRO1215,PLAT2,CAT3,TR0,150000,0.5,,,
ICO733,DA1100,PRO1221,PLAT2,CAT3,TR0,4700000,0.02,4700000,,
ICO734,DA1102,PRO1223,PLAT2,CAT3,TR0,1200000,,,1000000000,
ICO735,DA1107,PRO1228,PLAT2,CAT3,TR0,7370000,13,5500000,10000000,4.23
ICO736,DA1108,PRO1229,PLAT2,CAT3,TR0,600000,0.08,150000,,
ICO737,DA1112,PRO1233,PLAT2,CAT3,TR0,6450000,1.29,6450000,100000000,5
ICO738,DA1117,PRO1238,PLAT2,CAT3,TR0,1080000,0.6,96000,42000000,1
ICO739,DA1115,PRO1240,PLAT2,CAT3,TR0,3900000,0,700000,20000000000,21.08
ICO740,DA1115,PRO1236,PLAT1,CAT2,TR0,4000000,,,63000000,
ICO741,DA1120,PRO1242,PLAT2,CAT3,TR0,5000000,0.01,500000,6000000000,
ICO742,DA1121,PRO1243,PLAT2,CAT3,TR0,,0.75,,100000000,
ICO743,DA1124,PRO1246,PLAT2,CAT3,TR0,80000,0.01,80000,1000000000,
ICO744,DA1128,PRO1250,PLAT2,CAT3,TR0,150000,0.1,150000,150000000,
ICO745,DA1130,PRO1252,PLAT2,CAT3,TR0,9490000,0.2,,,
ICO746,DA1137,PRO1260,PLAT2,CAT3,TR0,2120000,0.4,673000,,
ICO747,DA1139,PRO1262,PLAT2,CAT3,TR0,700000,0.35,700000,100000000,
ICO748,DA1145,PRO1268,PLAT2,CAT3,TR0,6350000,0.03,6350000,1000000000,13
ICO749,DA1156,PRO1281,PLAT2,CAT3,TR0,890000,0.66,,10000000,
ICO750,DA1157,PRO1282,PLAT2,CAT3,TR0,200000,0.1,200000,1000000000,
ICO751,DA1181,PRO1307,PLAT2,CAT3,TR0,6400000,0.73,1460000,40000000,
ICO752,DA1197,PRO1324,PLAT2,CAT3,TR0,1920000,0.06,,,
ICO753,DA1163,PRO1288,PLAT2,CAT3,TR1,80000,0.01,80000,1000000000,5
ICO754,DA297,PRO352,PLAT3,CAT3,TR0,32700000,6.56,26240000,100000000,
ICO755,DA316,PRO377,PLAT3,CAT3,TR1,60090000,,,10000000000,3
ICO756,DA194,PRO236,PLAT4,CAT3,TR0,92500000,1,,1000000000,
ICO757,DA533,PRO627,PLAT4,CAT3,TR0,13000000,0.03,13000000,5000000000,10
ICO758,DA750,PRO849,PLAT4,CAT3,TR0,1600000,0.8,340000,10000000,26
ICO759,DA774,PRO873,PLAT4,CAT3,TR0,,0,120000,10000000000,30
ICO760,DA1004,PRO1120,PLAT4,CAT3,TR0,122400000,2.4,,,
ICO761,DA1075,PRO1195,PLAT4,CAT3,TR0,600000,0.5,600000,230000000,0.7
ICO762,DA1225,PRO1355,PLAT4,CAT3,TR0,350000,0.1,150000,100000000,
ICO763,DA1228,PRO1358,PLAT4,CAT3,TR0,8000000,0.4,2000000,100000000,25.84
ICO764,DA760,PRO859,PLAT8,CAT3,TR0,1130000,0.3,125000,500000000,13.8
ICO765,DA1222,PRO1351,PLAT8,CAT3,TR0,250000,0.025,250000,1000000000,7.08
ICO766,DA876,PRO981,PLAT16,CAT3,TR0,30000000,0.08,,1000000000,20
ICO767,DA1113,PRO1234,PLAT16,CAT3,TR0,,,,250000000,
ICO768,DA1070,PRO1190,PLAT20,CAT3,TR0,2000000,0,2000000,21000000000,3.1
ICO769,DA1067,PRO1187,PLAT22,CAT3,TR0,4070000,0,,9900000000,4
ICO770,DA1106,PRO1227,PLAT22,CAT3,TR0,,26.76,,,
ICO771,DA1098,PRO1219,PLAT23,CAT3,TR0,190000,0.08,192000,100000000,
ICO772,DA1126,PRO1248,PLAT23,CAT3,TR0,,,,2000000,6.5
ICO773,DA1123,PRO1245,PLAT25,CAT3,TR0,2350000,0,500000,7000000000,
ICO774,DA1069,PRO1189,PLAT27,CAT3,TR0,4400000,0.1,4400000,500000000,30
ICO775,DA1079,PRO1199,PLAT28,CAT3,TR0,62500,,62500,100000000,5
ICO776,DA1090,PRO1210,PLAT29,CAT3,TR0,5930000,0.08,,888888888,8.5
ICO777,DA351,PRO414,PLAT0,CAT7,TR0,25870000,0.15,34200000,1000000000,22.5
ICO778,DA604,PRO700,PLAT1,CAT7,TR0,2500000,0.07,750000,1000000000,
ICO779,DA43,PRO53,PLAT2,CAT7,TR0,100000,0.5,,10000000,40
ICO780,DA109,PRO139,PLAT2,CAT7,TR0,1130000,,,100000000,17
ICO781,DA184,PRO222,PLAT2,CAT7,TR0,3000000,1.81,4512500,100000000,30
ICO782,DA213,PRO257,PLAT2,CAT7,TR0,12450000,1,12450000,250000000,5
ICO783,DA214,PRO258,PLAT2,CAT7,TR0,4500000,0.08,,,
ICO784,DA215,PRO259,PLAT2,CAT7,TR0,16000000,0.3,4999480,420690000,4
ICO785,DA293,PRO348,PLAT2,CAT7,TR0,3400000,0.35,402500,100000000,25
ICO786,DA315,PRO376,PLAT2,CAT7,TR0,7200000,0.04,1195000,1000000000,
ICO787,DA502,PRO592,PLAT2,CAT7,TR0,75000000,1,50000000,1000000000,5
ICO788,DA572,PRO666,PLAT2,CAT7,TR0,5000000,,,,
ICO789,DA589,PRO684,PLAT2,CAT7,TR0,5300000,,200000,1000000000,
ICO790,DA687,PRO786,PLAT2,CAT7,TR0,221000000,0.2,1317000,1500000000,19.6
ICO791,DA691,PRO790,PLAT2,CAT7,TR0,40000000,,,597000000,
ICO792,DA1131,PRO1253,PLAT2,CAT7,TR0,40300000,0.03,350000,3000000000,20
ICO793,DA1131,PRO1257,PLAT4,CAT2,TR0,10650000,0.03,650000,3000000000,
ICO794,DA1165,PRO1290,PLAT2,CAT7,TR0,4100000,0.01,3000000,10000000000,7.22
ICO795,DA1186,PRO1313,PLAT2,CAT7,TR0,52000000,3.9,15600000,100000000,
ICO796,DA1189,PRO1316,PLAT2,CAT7,TR0,24680000,15.4,,100000000,3.75
ICO797,DA1206,PRO1334,PLAT2,CAT7,TR0,1000000,0.1,106500,30300000,
ICO798,DA1173,PRO1299,PLAT2,CAT7,TR1,9000000,0.53,10600000,1000000000,
ICO799,DA207,PRO251,PLAT3,CAT7,TR0,1800000,,,1000000000,
ICO800,DA219,PRO263,PLAT3,CAT7,TR0,90000000,,,21000000000,
ICO801,DA350,PRO413,PLAT3,CAT7,TR1,34000000,,,1000000000,
ICO802,DA350,PRO417,PLAT2,CAT4,TR0,3700000,0.08,200000,888888888,
ICO803,DA32,PRO37,PLAT4,CAT7,TR0,21050000,0.08,50050,21000000000,3.98
ICO804,DA1039,PRO1157,PLAT4,CAT7,TR0,80500000,0.12,,,20
ICO805,DA252,PRO302,PLAT9,CAT7,TR0,,,,,
ICO806,DA591,PRO689,PLAT0,CAT8,TR0,11500000,1.25,120000,100000000,
ICO807,DA591,PRO686,PLAT4,CAT2,TR0,100000,13,100000,3000000000,
ICO808,DA75,PRO92,PLAT1,CAT8,TR0,2900000,0.05,,400000000,18.5
ICO809,DA34,PRO48,PLAT2,CAT8,TR0,1400000,1,,,
ICO810,DA34,PRO40,PLAT2,CAT2,TR0,1780000,0.08,120000,100000000,30
ICO811,DA92,PRO119,PLAT2,CAT8,TR0,1530000,0.25,,100000000,
ICO812,DA92,PRO118,PLAT2,CAT2,TR0,300000,0.05,300000,1000000000,
ICO813,DA149,PRO184,PLAT2,CAT8,TR0,7000000,2,4000000,100000000,
ICO814,DA197,PRO239,PLAT2,CAT8,TR0,,1,,1000000000,
ICO815,DA218,PRO262,PLAT2,CAT8,TR0,,0.12,,66000000,3
ICO816,DA789,PRO888,PLAT2,CAT8,TR0,13950000,,,50000000,70
ICO817,DA791,PRO890,PLAT2,CAT8,TR0,3000000,,,10000000,73
ICO818,DA821,PRO922,PLAT2,CAT8,TR0,3430000,,,200000000,50
ICO819,DA829,PRO930,PLAT2,CAT8,TR0,5300000,700,,107000000,49
ICO820,DA836,PRO937,PLAT2,CAT8,TR0,21500000,,,900000000,85.6
ICO821,DA836,PRO939,PLAT2,CAT15,TR0,20000000,0.1,,1000000000,35
ICO822,DA871,PRO976,PLAT2,CAT8,TR0,47830000,0.3,,1000000000,53
ICO823,DA888,PRO995,PLAT2,CAT8,TR0,6720000,,,450000000,31
ICO824,DA889,PRO996,PLAT2,CAT8,TR0,9020000,,,500000000,50
ICO825,DA1201,PRO1328,PLAT2,CAT8,TR0,1750000,0.1,300000,100000000,3
ICO826,DA1110,PRO1231,PLAT0,CAT19,TR0,200000,2,200000,20000000,
ICO827,DA837,PRO938,PLAT2,CAT19,TR0,20390000,,,1.77E+11,75
ICO828,DA948,PRO1055,PLAT2,CAT19,TR0,11250000,0.13,,750000000,33.3
ICO829,DA1026,PRO1143,PLAT2,CAT19,TR0,3000000,0.1,,200000000,15
ICO830,DA927,PRO1034,PLAT4,CAT19,TR0,,,,,
ICO831,DA1114,PRO1235,PLAT0,CAT2,TR0,,,,,
ICO832,DA1159,PRO1284,PLAT0,CAT2,TR0,75000,0.05,75000,100000000,30
ICO833,DA2,PRO2,PLAT1,CAT2,TR0,3400000,0,200000,10000000000,
ICO834,DA107,PRO137,PLAT1,CAT2,TR0,5600000,0.01,5005000,1000000000,40
ICO835,DA147,PRO182,PLAT1,CAT2,TR0,350000,,,1000000000,15
ICO836,DA174,PRO212,PLAT1,CAT2,TR0,7240000,0.08,300000,1000000000,
ICO837,DA204,PRO248,PLAT1,CAT2,TR0,2250000,1,92000,15000000,
ICO838,DA210,PRO254,PLAT1,CAT2,TR0,600000,0.06,300000,800000000,
ICO839,DA222,PRO266,PLAT1,CAT2,TR0,,,,1000000000,
ICO840,DA277,PRO330,PLAT1,CAT2,TR0,200000,0.8,,50000000,
ICO841,DA336,PRO398,PLAT1,CAT2,TR0,1660000,1,240000,6000000,37.3
ICO842,DA357,PRO428,PLAT1,CAT2,TR0,3040000,0.02,190000,1000000000,20
ICO843,DA357,PRO421,PLAT2,CAT2,TR0,400000,0.02,466667,1000000000,
ICO844,DA357,PRO426,PLAT2,CAT11,TR1,9360000,3.3,12375000,99999700,
ICO845,DA366,PRO433,PLAT1,CAT2,TR0,1010000,0.25,420000,21000000,
ICO846,DA510,PRO600,PLAT1,CAT2,TR0,3400000,0.06,1200000,400000000,
ICO847,DA516,PRO608,PLAT1,CAT2,TR0,880000,0.01,875000,5000000000,
ICO848,DA586,PRO681,PLAT1,CAT2,TR0,,0,100000,1E+11,
ICO849,DA609,PRO705,PLAT1,CAT2,TR0,2600000,0.03,550000,1000000000,18.8
ICO850,DA609,PRO711,PLAT13,CAT4,TR0,6000000,0.04,1500000,1000000000,19.17
ICO851,DA627,PRO724,PLAT1,CAT2,TR0,5650000,0.01,500000,10000000000,19
ICO852,DA633,PRO730,PLAT1,CAT2,TR0,180000,0.04,183000,1000000000,
ICO853,DA650,PRO748,PLAT1,CAT2,TR0,2790000,0.04,1200000,990000000,21.75
ICO854,DA661,PRO759,PLAT1,CAT2,TR0,600000,0.02,841170,150000000,35.49
ICO855,DA680,PRO778,PLAT1,CAT2,TR0,2010000,0.01,750000,3000000000,17
ICO856,DA695,PRO794,PLAT1,CAT2,TR0,,0,50000,1E+11,25
ICO857,DA717,PRO816,PLAT1,CAT2,TR0,860000,0.01,275000,1000000000,20.5
ICO858,DA721,PRO820,PLAT1,CAT2,TR0,,0.02,120000,5000000000,8
ICO859,DA727,PRO826,PLAT1,CAT2,TR0,230000,0.1,100000,2000000000,
ICO860,DA752,PRO851,PLAT1,CAT2,TR0,4600000,0.04,500000,2000000000,21.1
ICO861,DA753,PRO852,PLAT1,CAT2,TR0,7520000,0.09,1200000,2147483648,7.91
ICO862,DA1176,PRO1302,PLAT1,CAT2,TR0,5000000,0.1,5000000,500000000,10
ICO863,DA1182,PRO1308,PLAT1,CAT2,TR0,800000,,,10000000,19
ICO864,DA408,PRO488,PLAT1,CAT2,TR1,2300000,0,100000,5E+12,
ICO865,DA575,PRO669,PLAT1,CAT2,TR1,500000,0.01,1568000,3000000000,12.67
ICO866,DA3,PRO3,PLAT2,CAT2,TR0,1600000,0,500000,10000000000,16.25
ICO867,DA8,PRO8,PLAT2,CAT2,TR0,,0.25,50000,250000000,12
ICO868,DA29,PRO32,PLAT2,CAT2,TR0,50430000,0.6,24000000,15000000000,
ICO869,DA36,PRO42,PLAT2,CAT2,TR0,500000,0.2,,10000000,
ICO870,DA38,PRO45,PLAT2,CAT2,TR0,130000,0.73,,10000000,2
ICO871,DA46,PRO56,PLAT2,CAT2,TR0,2300000,0.04,97500,1000000000,
ICO872,DA49,PRO60,PLAT2,CAT2,TR0,3020000,0.03,180015,500000000,
ICO873,DA51,PRO63,PLAT2,CAT2,TR0,400000,0.1,400000,,
ICO874,DA55,PRO67,PLAT2,CAT2,TR0,1200000,0.04,125000,150000000,35
ICO875,DA55,PRO73,PLAT2,CAT4,TR0,2500000,,165000,250000000,
ICO876,DA57,PRO69,PLAT2,CAT2,TR0,2300000,0.12,200000,380539316,
ICO877,DA60,PRO74,PLAT2,CAT2,TR0,,0.25,,,
ICO878,DA62,PRO76,PLAT2,CAT2,TR0,,,,,
ICO879,DA64,PRO78,PLAT2,CAT2,TR0,3940000,0.1,750000,200000000,20725
ICO880,DA65,PRO79,PLAT2,CAT2,TR0,,0.01,,220000000,44
ICO881,DA68,PRO83,PLAT2,CAT2,TR0,270000,0.5,365000,100000000,10
ICO882,DA79,PRO98,PLAT2,CAT2,TR0,4230000,0.3,200100,75000000,33.33
ICO883,DA82,PRO103,PLAT2,CAT2,TR0,5170000,0.2,1600000,,25
ICO884,DA91,PRO115,PLAT2,CAT2,TR0,1100000,0.05,200000,100000000,10
ICO885,DA95,PRO122,PLAT2,CAT2,TR0,,,,10000000,
ICO886,DA97,PRO124,PLAT2,CAT2,TR0,1400000,0.04,100000,500000000,
ICO887,DA103,PRO132,PLAT2,CAT2,TR0,5000000,0.13,250000,500000000,40
ICO888,DA110,PRO140,PLAT2,CAT2,TR0,280000,0.02,280000,1000000000,
ICO889,DA117,PRO148,PLAT2,CAT2,TR0,300000,0.01,,,
ICO890,DA124,PRO157,PLAT2,CAT2,TR0,5350000,0.48,750000,100000000,19.1
ICO891,DA132,PRO166,PLAT2,CAT2,TR0,300000,0.08,297000,10000000,
ICO892,DA135,PRO170,PLAT2,CAT2,TR0,75000,0.11,63000,188133874,
ICO893,DA137,PRO172,PLAT2,CAT2,TR0,180000,0.3,175000,100000000,20
ICO894,DA138,PRO173,PLAT2,CAT2,TR0,10500000,6,6000000,,
ICO895,DA157,PRO194,PLAT2,CAT2,TR0,15000000,0.08,3750000,1000000000,
ICO896,DA158,PRO196,PLAT2,CAT2,TR0,250000,,,500000000,
ICO897,DA158,PRO195,PLAT2,CAT6,TR0,10000000,,,2000000000,
ICO898,DA160,PRO198,PLAT2,CAT2,TR0,450000,0.01,,1800000000,21.5
ICO899,DA161,PRO199,PLAT2,CAT2,TR0,3550000,0.04,150000,1000000000,14
ICO900,DA166,PRO204,PLAT2,CAT2,TR0,3830000,0.12,,,16
ICO901,DA168,PRO206,PLAT2,CAT2,TR0,70000000,0.14,70000000,10000000000,
ICO902,DA177,PRO215,PLAT2,CAT2,TR0,2000000,0.13,,250000000,15
ICO903,DA180,PRO218,PLAT2,CAT2,TR0,5000000,0.15,,100000000,1.3
ICO904,DA185,PRO223,PLAT2,CAT2,TR0,4470000,0.01,432000,2000000000,24.92
ICO905,DA196,PRO238,PLAT2,CAT2,TR0,44400,,,500000000,10
ICO906,DA196,PRO241,PLAT2,CAT2,TR0,800000,0,160000,2000000000,18
ICO907,DA201,PRO245,PLAT2,CAT2,TR0,3240000,0.1,280000,100000000,35
ICO908,DA225,PRO269,PLAT2,CAT2,TR0,6450000,0.05,100000,500000000,29.8
ICO909,DA226,PRO271,PLAT2,CAT2,TR0,40000,0.02,40000,1000000000,
ICO910,DA235,PRO281,PLAT2,CAT2,TR0,3500000,0.05,500000,1000000000,15
ICO911,DA236,PRO282,PLAT2,CAT2,TR0,2250000,0.06,245000,125000000,
ICO912,DA239,PRO285,PLAT2,CAT2,TR0,1400000,0.15,,1000000000,
ICO913,DA241,PRO288,PLAT2,CAT2,TR0,3700000,0.1,,170000000,
ICO914,DA242,PRO290,PLAT2,CAT2,TR0,2850000,0.35,350000,100000000,
ICO915,DA242,PRO295,PLAT2,CAT2,TR0,10500000,0.01,500000,5000000000,37
ICO916,DA247,PRO296,PLAT2,CAT2,TR0,3600000,0.02,1900000,1000000000,
ICO917,DA247,PRO300,PLAT2,CAT9,TR0,1780000,0.06,300000,100000000,
ICO918,DA269,PRO320,PLAT2,CAT2,TR0,9000000,2,2000000,100000000,
ICO919,DA281,PRO334,PLAT2,CAT2,TR0,16930000,17.19,49851000,100000000,
ICO920,DA310,PRO370,PLAT2,CAT2,TR0,4500000,0.3,235000,100000000,
ICO921,DA331,PRO393,PLAT2,CAT2,TR0,12800000,0.3,12000000,1000000000,
ICO922,DA335,PRO397,PLAT2,CAT2,TR0,2350000,0.15,150000,100000000,
ICO923,DA348,PRO411,PLAT2,CAT2,TR0,2000000,0.02,2000000,1000000000,
ICO924,DA349,PRO412,PLAT2,CAT2,TR0,7500000,,500000,1000000000,
ICO925,DA354,PRO418,PLAT2,CAT2,TR0,2200000,0.02,150000,1000000000,
ICO926,DA358,PRO422,PLAT2,CAT2,TR0,7540000,0.03,,10000000000,
ICO927,DA369,PRO436,PLAT2,CAT2,TR0,3800000,0.1,3800000,1000000000,
ICO928,DA372,PRO440,PLAT2,CAT2,TR0,2800000,0.06,360000,229000000,
ICO929,DA376,PRO445,PLAT2,CAT2,TR0,320000,0.03,300000,1000000000,
ICO930,DA403,PRO481,PLAT2,CAT2,TR0,5500000,0.07,350000,400000000,25
ICO931,DA410,PRO490,PLAT2,CAT2,TR0,3400000,0.05,348030,500000000,
ICO932,DA414,PRO495,PLAT2,CAT2,TR0,3950000,0.04,450000,2000000000,
ICO933,DA416,PRO498,PLAT2,CAT2,TR0,2100000,0,,10000000000,
ICO934,DA446,PRO531,PLAT2,CAT2,TR0,140000,0.02,140000,1000000000,
ICO935,DA449,PRO534,PLAT2,CAT2,TR0,18200000,0.2,8190000,1000000000,
ICO936,DA455,PRO542,PLAT2,CAT2,TR0,9400000,,,100000000,
ICO937,DA478,PRO566,PLAT2,CAT2,TR0,1000000,0.08,1000000,250000000,
