project_id,project,description,ticker
PRO718,DEFY,DEFY is a play-and-earn NFT blockchain mobile game.,DEFY
PRO719,Legends of Aria,Legends of Aria is a full-loot play-and-earn MMORPG.,ARIA
PRO720,Kingdom Quest,Kingdom Quest is a puzzle role-playing game using blockchain technology.,KGC
PRO721,Goons of Balatroon,Goons of Balatroon is a digital collectible card game that pits Good factions against each other to win $GOB token rewards.,GOB
PRO722,Skeb Coin,"Skeb Coin is a crypto asset that enables smooth transactions between creators and their fans. For instance, users can use their sales to make requests to other users with Skeb Coin, facilitating the mutual exchange of value in the creative industry.",SKEB
PRO723,Spume,"Spume is a community governed holder-owned NFT Marchketplace that facilitates the non-fungible tokenization of physical and digital assets and removes brokers, banks, and other centralized authorities from unjustifiably taxing the transactions and property of individuals.",SPUME
PRO724,Lofi,"LOFI EQ is a Watch-to-Earn social entertainment platform built for live stream viewers, with the goal of providing more substantial rewards for their watch-time.",LOFI
PRO725,Chirpley,"Chirpley is a Web-3 based influencer Marchketplace, enabling end-to-end automated influencing campaigns through Artificial Intelligence and Machine Learning.",CHIRP
PRO726,Super Walk,SuperWalk is a blockchain reward-based Move-To-Earn service that provides tokens just by walking.,GRND
PRO727,Sweatcoin,"Sweatcoin is a free app which rewards your daily steps with a new-generation currency you can spend on cool products, donate to charity or convert into SWEAT.",SWEAT
PRO728,Arrakis,Arrakis is a protocol that specializes in concentrated & active liquidity management.,SPICE
PRO729,Bnext,"Bnext is the leading Spanish financial platform, it has a Web 3.0 strategy, leveraging its product release on the blockchain.",B3X
PRO730,Diamond Launch,"Diamond Launch is an IDO protocol designed to provide cryptocurrency projects to user investors, offering token sales for early-stage high-quality projects.",DLC
PRO731,Ookeenga,Ookeenga is a 3D NFT game offering an immersive play-own-earn Web3 mobile experience.,OKG
PRO732,ITSBLOC,ITSBLOC is a P2E game platform focused on providing Play-focused Enjoyable Contents and rewards so that global users can focus on what they enjoy beyond the existing P2E.,ITSB
PRO733,Capsule Social,"Capsule Social is web3 platform where writers can create, share, and monetize content.",
PRO734,WARP,WARP is a new GameFi protocol featuring buildable NFT Starships that can travel to multiple staking pools within the WARP metaverse.,WARP
PRO735,MIBR,MIBR is a leading esports brand in Brazil that is represented in all major world esports competitions.,MIBR
PRO736,BH Network,BH Network is A Decemberentralized Marchketplace With A Footprint in Blockchain.,BHAT
PRO737,Corite,Corite is a Stockholm-based fan-powered music platform.,CO
PRO738,ISKRA,Iskra is a blockchain gaming hub that brings together gamers and game studios.,ISK
PRO739,Infinity Angel,Infinity Angel is a real-time online battle arena game that combines Moba and Action elements.,ING
PRO740,Starfish,StarFish is DeFi and NFT headquarters on Astar Network in the Polkadot ecosystem.,SEAN
PRO741,Age Of Zalmoxis,Age Of Zalmoxis is a third-person MMORPG with Blockchain and NFT integration in a fantasy version of the Dacian Kingdom grounded in history where threats from other realms converge.,KOSON
PRO742,SpaceN,SpaceN is an NFT one-stop investment management tool.,SN
PRO743,PUMLx,PUML Better Health is a gamified Web3 Move to Earn platform.,PUMLX
PRO744,Ameta,"Ameta is a game that combines the genres of casual, farming, and adventure through an attractive social system.",APLUS
PRO745,SLEEP,SLEEP is the Web3 lifestyle app with Social-Fi and Game-Fi elements.,SLEEP
PRO746,Bizverse,"BIZVERSE is a virtual reality world, a digital twin (Digital Twin) of the real world of human society.",BIVE
PRO747,Companion,"Companion onboards a new user in the same way that a traditional financial adviser would; understanding their goals, assessing their tolerance to risk & level of financial education to form a risk profile.",CMPN
PRO748,Fragmint,Fragmint is Fragmented NFT Platform With Formable DAOs.,FRAG
PRO749,Kingdom Raids,"Kingdom Raids is an RPG developed by a leading gaming studio, Alley Labs.",KRS
PRO750,Aftermath Islands,Aftermath Islands Metaverse is a blockchain-based blended reality interactive platform.,DUBS
PRO751,GetKicks,"GetKicks is a Web3 company that aims to migrate sneaker lovers to the era of Web3 — creating a line of the first 3D-Sneakers that are fashionable, rare, and futuristic and come with real Utility.",KICKS
PRO752,Aptos,Aptos is building the safest and most scalable Layer 1 blockchain.,
PRO753,Neo Fantasy,Neo Fantasy is a blockchain-based ACGN metaverse game that combines NFT and DeFi into the gameplay in-depth.,ERT
PRO754,Origin Dollar Governance,Origin Dollar Governance (OGV) as the future governance and value accrual token for Origin Dollar (OUSD).,OGV
PRO755,XDAO,"XDAO is a fully customizable DAO builder for treasury management, multisig wallet and the platform for investment.",XDAO
PRO756,Galaxy Arena,Galaxy Arena is a virtual reality play-to-earn metaverse.,ESNC
PRO757,ChainPort,"ChainPort is a next-gen blockchain bridge that provides custodian-level security with real interoperability, allowing instant hops across chains at a click.",PORTX
PRO758,AshSwap,AshSwap is a Decemberentralized exchange following stable swap model with the aim to bring more liquidity and enhanced yield dynamics to Elrond blockchain.,ASH
PRO759,Vemate,"Vemate is the versatile and dynamic application on the Marchket which supplies trading analysis tools, Marchket information, fractional and tokenised NFT trading as well as the only fully integrated Crypto - NFT bridging Marchketplace.",VMT
PRO760,Mirl,Mirl is the first Decemberentralised fashion brand born in the metaverse.,MIRL
PRO761,DeRace,"DeRace is a complete NFT horse racing ecosystem where you can participate in horse races, breed NFT horses with unique characteristics, host races in your own NFT hippodrome and make profit while doing it.",DERC
PRO762,Sense4Fit,Sense4FIT App is a Web 3 Fit2Earn Lifestyle app built on the Elrond blockchain with game-fi elements that has the goal of helping people to become better versions of themselves and get rewarded while achieving their goals.,SFIT
PRO763,LP Finance,LP Finance focuses on leveraged strategies using synthetic assets to provide the best yields without harming peg-stability and scalability.,LPFI
PRO764,Tofycoin,Tofycoin is a cryptocurrency that works in the field of NFT and can be used as a payment system.,TOFY
PRO765,Kapital DAO,The Kapital DAO is the provider of web3 gaming asset management tech.,KAP
PRO766,Bictory Finance,Bictory Finance web3 applications ecosystem is a one-stop-shop for all users' needs.,BT
PRO767,Quoll Finance,Quoll Finance is a yield booster and on-chain incubator.,QUO
PRO768,1Shoot Games,"1Shoot Games is a play to earn, football-themed simulation game.",1SH
PRO769,HistoryDAO,"HistoryDAO is a platform for minting, trading, and collecting NFTs specifically meant to preserve moments of history.",HAO
PRO770,Crypto Pirates,Crypto Pirates — a Play2Earn NFT game.,PST
PRO771,Humanode,Humanode is a blockchain Layer 1 where deployment of nodes happens through zk biometric verification of uniqueness and existence of humans. In contrast to PoW and PoS a person can only deploy one node and all nodes are equal in terms validation and voting power bringing proper distribution of power and democratic basis to Decemberentralized networks.,HMND
PRO772,ECO,"One simple balance that lets you spend, send, save and make money at the same time",ECOx
PRO773,Astra Protocol,A Decemberentralized Compliance Layer for the Web3 Economy and Designing The Compliant Blockchain.,ASTR
PRO774,Atlas Navi,"Atlas Navi is the first Drive to Earn navigation app that uses A.I. and the sMarchtphone camera to avoid traffic by detecting road conditions (closures, road work, potholes), accidents, traffic in each lane, available parking spaces, police vehicles and rerouting drivers.",NAVI
PRO775,SubDAO Crowdloan,SubDAO is a DAO infrastructure based on Polkadot.,GOV
PRO776,Primal,"PRIMAL is a fan token platform that has licensed 250+ star athletes in football, UFC, cricket and other major sports.",PRIMAL
PRO777,Galaxy Finance,Galaxy Finance is the next generation of Web 3.0 Wallet with educational and social elements.,GLF
PRO778,GoatFi,"GoatFi is the football trading card game platform combined with NFTs, socialfi, users serve as the owner and general manager of their very own football team.",GFI
PRO779,Hooked,Hooked Protocol is building a connection network to empower Web3 social engagement and a growth funnel for Web3 applications.,HOOK
PRO780,VRJAM,"VRJAM is an immersive, live experience platform built on the Matic blockchain designed to magnify the connectedness of human beings in virtual space.",VRJAM
PRO781,GamerHub,GamerHub makes it easy for gamers to have access to different games on different blockchains all in one place.,GHT
PRO782,Hashflow,Hashflow is a protocol that connects users on-chain to the top crypto Marchket makers.,HFT
PRO783,AirTnT,AirTnT changes the future of travel by creating a new revolution in travel data sharing and connecting individual providers as well as service organizations providing travel products to the community.,TNT
PRO784,Akt.io,"Akt.io is a Decemberentralized peer-to-peer currency that offers a more efficient, cost-effective and transparent method for transaction settlement and exchange.",AKTIO
PRO785,Oasys,"Oasys is a public blockchain specializing in games. It is launching with support from renowned game companies to revolutionize ""Blockchain for The Games.""",OAS
PRO786,5ire,"5ire is a blockchain network that brings sustainability, technology, and InNovemberation to build the 5th industrial revolution (5IR).",5ire
PRO787,EMG Coin,"EMG Coin is the E-commerce Telecom platform to enable payment, and peer-to-peer money transfer using its own cryptocurrency, EMG Coin.",EMG
PRO788,Medieval Empires,Medieval Empires is a mid-core multiplayer online blockchain Play&Own strategy game.,MEE
PRO789,Koakuma,Koakuma is a play-and-earn MMORPG.,KKMA
PRO790,Tomi,"Tomi is building an Alternative Internet Network, controlled by the community through a DAO.",TOMI
PRO791,Dash 2 Trade,"Dash 2 Trade is a crypto analytics platform, which gets access to a full range of crypto signals and analytics features.",D2T
PRO792,MTG,MTG is the project that connects the latest Move to Earn trend with meme token & burning tokenomics.,MTG
PRO793,Superpower Squad,"Superpower Squad is a blockchain technology-based TPS game that consists of gameplays such as MOBA, RPG, Roguelike, and Social Features.",SQUAD
PRO794,NFT Paintings,NFT Paintings is a cryptocurrency art buying platform and virtual NFT gallery.,NFTPT
PRO795,Solidus AI Tech,"Solidus have built an eco-friendly 8,000 square foot high performance computing (HPC) Data Centre in a highly secure location in Europe.",AITECH
PRO796,SnakeMoney,SnakeMoney Play-To-Earn game and entertainment platform.,SNAM
PRO797,Fasttoken,Fasttoken (FTN) is an ERC-20 Ethereum-based cryptocurrency and the utility token for the Fastex ecosystem.,FTN
PRO798,Uno Farm,UnoFarm is a unique cross-chain autofarming solution with transparent automated strategies and beautiful analytics.,UNF
PRO799,BitMEX,BitMEX is a trading platform that offers investors access to the global financial Marchkets using Bitcoin and other cryptocurrencies.,BMEX
PRO800,Calvaria,Calvaria: Duels of Eternity is a card game in which players compete in tournaments.,RIA
PRO801,CarrieVerse,"CarrieVerse is Web3 social gaming platform based on ""Carrie and Friends"".",CVTX
PRO802,Re:water,"Re:water is a Competitive multitasking Platform.
It is designed to revive your tokens and provide them with utility and gains.",WTR
PRO803,NFT3,NFT3 is the Unified Decemberentralized Identity and Credit Network for Web3.,ISME
PRO804,Pine,Pine is a Decemberentralized NFT-backed borrowing and lending protocol.,PINE
PRO805,Ikonic,"The IKONIC platform brings fans and Esports stars together to create, collect, and earn from the best moments in gaming.",IKONIC
PRO806,IguVerse,IguVerse is an Play to Earn social-network game which aims to socialize pet owners using Blockchain technologies.,IGU
PRO807,Iron Fish,"Iron Fish is a Decemberentralized, proof-of-work (PoW) based, censorship-resistant, and publicly accessible blockchain project. It is designed to support strong privacy guarantees on every transaction.",IRON
PRO808,Tatsumeeko,Tatsumeeko is a fantasy massively multiplayer online role-playing game (MMORPG).,MKLN
PRO809,Carbon,"Carbon is a fast, private, and secure web browser available for Android devices.",CSIX
PRO810,HoneyWood,"HoneyWood is a casual game on its own blockchain, combining the most popular game mechanics.",CONE
PRO811,Deepwaters,"Deepwaters is a validated, trustless exchange built with a mission of provable fairness, transparency, protected order flow, and secure custody.",WTR
PRO812,Black Stallion,"Black Stallion, a Polygon-based cutting-edge crypto metaverse and gaming platform.",BS
PRO813,Beldex,"Beldex, a Web3 ecosystem of Decemberentralized applications that protect users' data and identity.",BDX
PRO814,InteractWith,"InteractWith helps businesses and individuals make the transition from traditional web platforms (web2) to Decemberentralized, blockchain-based platforms (web3).",INTER
PRO815,Honeyland,Honeyland is a mobile-first blockchain strategy game where players assume the role of a Beekeeper to manage their colony of Bees and Lands.,HXD
PRO816,NeoCortexAI,NeoCortexAI is a comprehensive platform that seamlessly links blockchain technology and artificial intelligence.,CORAI
PRO817,AngelBlock,"AngelBlock is a DeFi, protocol-based fundraising platform at its core, that is Decemberentralized and non-custodial.",THOL
PRO818,Space ID,"SPACE ID is a universal naming service network that connects people, assets, and dApps across different blockchain networks.",ID
PRO819,Minima,The only mobile-native Layer 1 blockchain.,WMINIMA
PRO820,NuriTopia,"NuriFlex Group’s metaverse platform, NURITOPIA, is a boundless universe that interests together under its service “FRIENDS & HANGOUTS”.",NBLU
PRO821,OVO NFT Platform,OVO (ovo space) is the industry's first platform to issue holographic AR-NFT assets and is currently deployed on the BSC and FLOW. The NFT issued by ovo will be delivered as Super Avatars to various Metaverses and GameFi platforms.,OVO
PRO822,Mintlayer,"Mintlayer is a layer 2 solution that allows users to build a Decemberentralized finance ecosystem rooted in the established network of the Bitcoin blockchain opening Bitcoin to DeFi, sMarcht contracts, atomic swaps, NFTs, and dapps.",ML
PRO823,Arbitrum,Arbitrum is an optimistic rollup built to scale Ethereum.,ARB
PRO824,Coniun,Coniun is launched as an all-in-one NFT analytics tool.,CONI
PRO825,Stella Fantasy,"Stella Fantasy is a ""Premium Character Collectible NFT RPG"" featuring fantasy elements.",SFTY
PRO826,ARTT Network,"ARTT Network is an inNovemberative tokenization platform for scholarships, designed to empower creators by providing them with the necessary resources and funding to bring their creative visions to life.",ARTT
PRO827,Arken Finance,"Arken Finance is the Abstraction Layer for DeFi Protocols & User Experience. Arken helps abstract the complexity and unified liquidity and protocols to accelerate software development, making it easier for developers to build and create.",ARKEN
PRO828,Alaska Gold Rush,Alaska Gold Rush is the WEB3 native game with an open world and exciting plot and adventures within the metaverse.,CARAT
PRO829,WiFi Map,WiFi Map is a community-powered connectivity platform bringing free WiFi to the world.,WIFI
PRO830,ChainGPT,ChainGPT is an advanced AI model that assists individuals and businesses with everything related to Crypto and Blockchain technology.,CGPT
PRO831,KryptAI,"KryptAI's Decemberentralized ecosystem offers products to help individuals and companies to 100x their productivity, manage their assets securely, and integrate AI and analytics to deliver unparalleled accessibility to users and customers.",KAI
PRO832,Pomerium,Pomerium is a Web3 multi-game platform that focuses on mobile games,PMG
PRO833,Reality Metaverse,"Reality NFT is the true connection between reality and the Metaverse. It is a place where Web2 and Web3 users can co-exist, and it brings the physical into the digital.",RLTM
PRO834,Yesports,Yesports is building the first cross-chain Web3 Engagement Platform (W3EP) designed to enable over 500 million global esports fans to engage more deeply with their favorite teams via all kinds of unique experiences including custom-built team memberships and eventual metaverse experiences.,YESP
PRO835,Moovy,"Moovy is an inNovemberative driving game that enables players to participate in drive2earn world, rallies and missions, personalize their vehicles and avatars, and win rewards.",MOIL
PRO836,Delysium,"Delysium is a real open-world, vividly AI-powered and completely player-owned MMO game that supports players.",AGI
PRO837,Crown,CROWN is the very first global entertainment token by bridging traditional intellectual properties (IPs) with blockchain technology to enhance the business and create additional value to CROWN Token holders and the community.,CROWN
PRO838,Reign of Terror,Reign of Terror is a cyberpunk metaverse blockchain game that immerses players in a futuristic world while weaving Decemberentralized finance mechanism.,REIGN
PRO839,GoSleep,"GoSleep is a Web3 lifestyle app that combines GameFi, SocialFi and HealthFi where players can earn rewards for leading a healthy lifestyle.",ZZZ
PRO840,Open Campus,Open Campus Protocol is a community-led web3 education protocol that is looking to tokenize the world’s educational content by enabling teachers and creators to monetize the content that they created.,EDU
PRO841,Hepton,Hepton is a Layer-3 infrastructure protocol that aims to increase Ethereum interoperability and focused on Web3 application efficiency.,HTE
PRO842,LitLab Games,LitLab Games is a AAA video game publisher focused in esports.,LITT
PRO843,Republic Note,The Republic Note is a profit sharing token. It’s an investment in us and the success of our business and future.,Republic Note
PRO844,Glory Finance,Glory Finance focuses on blockchain technology and its applications across the financial industry.,GLR
PRO845,SUI,Sui is the first permissionless Layer 1 blockchain designed from the ground up to enable creators and developers to build experiences that cater to the next billion users in web3.,SUI
PRO846,PlayZap,PlayZap is a play-to-earn community-driven gaming platform where players can compete on proven and highly engaging skill-based competitive games to win various crypto rewards.,PLAYZAP
PRO847,Karate Combat,"Karate Combat is the world's premier full contact striking league, blending the excitement of live-action, full-contact Karate with immersive CGI environments powered by the Epic Games Unreal gaming and virtual production engine.",KARATE
PRO848,Naviern,Naviern is a Web3 navigation app that rewards users by navigating their daily commute.,NVRN
PRO849,BlueSale,BlueSale - a Decemberentralized launchpad that allows users to effortlessly launch their own tokens and host initial token sales.,BLS
PRO850,Radiant Capital,"Radiant Capital, an omnichain money Marchket protocol built on LayerZero.",RDNT
PRO851,FitBurn,"The FitBurn platform seeks to link gym training, NFTs, and play-to-earn mechanisms by paying individuals in cryptocurrency for being active and burning calories",CAL
PRO852,Hypercycle,HyperCycle is a platform that is creating a crucial component to enable quick and secure transactions between artificial intelligence (AI) machines.,HYPC
PRO853,Finblox,Finblox is a high yield savings app powered by the digital assets - users are able to earn yield on their idle crypto holdings such as Bitcoin and USDC stablecoin.,FBX
PRO854,Coinzix,COINZIX is the first global exchange that features an integrated Crypto ATM network.,ZIX
PRO855,LimeWire,LimeWire has been relaunched as a digital collectibles Marchketplace for music and the broader art and entertainment space.,LMWR
PRO856,SuiPad,SuiPad is a community-centric premier launchpad for inNovemberative blockchain startups on Sui network.,SUIP
PRO857,ArbiPad,ArbiPad is the next-generation launchpad built on Arbitrum and zkSync by Good Games Guild. ArbiPad reduces risk between investors and crypto projects through a long due diligence process and support to both parties. ArbiPad is built on top of Arbitrum and zkSync with a low-cost and efficient ecosystem and Ethereum level of security.,ARBI
PRO858,Turbos Finance,"Turbos is the first Decemberentralized perpetual contract and zero-slippage exchange building on Sui, providing users with a safe and efficient trading platform with low fees and helping improve the asset liquidity in the Sui ecosystem.",TURBOS
PRO859,WeFi,WeFi is a Decemberentralized money Marchket protocol that opens up investment loan options in DeFi for global users to invest in digital assets via multi-pool borrowing.,WEFI
PRO860,The Unfettered,"The Unfettered is an AA Story Based game with play 2 earn, NFT and Metaverse concepts.",SOULS
PRO861,CyberConnect,CyberConnect is a Decemberentralized social graph protocol built with IPFS and Ceramic.,CYBER
PRO862,BladeDAO,BladeDAO is a Decemberentralized gaming ecosystem built on the zkSync Era.,BLADE
PRO863,Orbofi,"Orbofi is the ultimate AI-generated content layer and AI asset factory and distribution platform for web3, games, and the metaverse.",OBI
PRO864,Pika Protocol,Pika Protocol is a Decemberentralized perpetuals swap exchange on Ethereum layer 2.,PIKA
PRO865,Eldarune,"Eldarune is an RPG medieval, fantasy, action with 4K graphics, clan, and season system and based on a storyline.",ELDA
PRO866,Bware Labs,Bware Labs aims to tackle Web3 challenges and boost global adoption by offering the industry's highest-performance and most reliable infrastructure services and development tools.,INFRA
PRO867,Brickken,"Brickken is a Token Offering & Management Platform, allowing for Real World Assets to move on-chain & fundraise through Security Token Offerings. With the Token Suite, Companies can Create, Sell, and Manage their tokenized assets.",BKN
PRO868,EGO (Paysenger),"Paysenger is a revolutionary collaboration platform for content creators, fans and brands, bringing together the best tools for content monetization and audience engagement. Paysenger uses state-of-the-art technology as well as proprietary AI developed in collaboration with Dr. TaMay Aykut previously v.a. Prof @ Stanford. The project is developed by an experienced team and is supported by major blockchain platforms such as Polygon and accelerated by ConsenSys.",EGO
PRO869,The Qwan,The QWAN is revolutionizing the global gaming industry with its Decemberentralized community-led approach.,QWAN
PRO870,Cogito Protocol,Cogito Protocol aims to create a Decemberentralized and AI-driven stable asset that achieves smooth price behavior through its peg to non-financial indices.,CGV
PRO871,GPT Guru,"GPT Guru is a groundbreaking, next-generation AI tool designed to empower Web 2.0 and Web 3.0 communities by fueling creativity and productivity like never before.",GPTG
PRO872,Metaverse Kombat,Metaverse Combat is an immersive 3D fighting game created for nostalgic gaming experience boosted with metaverse theme and linked to the Binance blockchain.,MVK
PRO873,OtterHome,"OtterHome is a Decemberentralized finance (DeFi) project built on the Arbitrum Layer2 network, aimed at providing Decemberentralized trading and liquidity provision.",HOME
PRO874,Cyber Arena,Cyber Arena is an online multiplayer P2E fighting game.,CAT
PRO875,Tenet,"TENET is a Layer-1 Ecosystem for LSDs, dedicated to unlocking liquidity and safely increasing yields.",TENET
PRO876,HyperGPT,HyperGPT is a Marchketplace for all AI solutions and seamless SDK where you can access integrated AI solutions.,HGPT
PRO877,Archway,Archway is a Cosmos-native incentivized sMarcht contract chain that enables developers to easily deploy high-performance dapps that capture the value they create for the network.,ARCH
PRO878,War Legends,War Legends is a military themed-based MOBA (Multiplayer Online Battle Arena like Tethan Arena) game and metaverse built on blockchain technology for PC and mobile gaming.,WAR
PRO879,Neon,Neon Labs is an Ethereum virtual machine on Solana that enables dApp developers to use Ethereum tooling to scale and get access to liquidity on Solana.,NEON
PRO880,PolyGame,"Polygame is the Decemberentralized esports ecosystem connecting streamers, fans, teams, tournament operators and advertisers.",PGEM
PRO881,Synthetix,Havven is a Decemberentralised payment network and stablecoin. It allows anyone to transact using a stable cryptocurrency.,SNX
PRO882,TE-FOOD,"TE-FOOD, the world’s largest
farm-to-table food traceability system
is moving to blockchain.",TFD
PRO883,Huobi token,Blockchain-Powered Loyalty Point System.,HT
PRO884,Electrify.Asia,Building an intelligent energy ecosystem. Electrify is the first retail electricity Marchketplace in Southeast-Asia addressing the need for transparency and security in the consumption of energy.,ELEC
PRO885,Debitum Network,"Borderless small business financing. Leveraging Blockchain technology to secure and distribute fiat investments to the SME world. Decemberentralized, accessible, and fair.",DEB
PRO886,Lympo,Lympo aspires to revolutionise the healthy lifestyle ecosystem by monetising sports and wellness data via blockchain to reward users by offering incentives.,LYM
PRO887,Bridge Protocol,"Bridge interfaces with NEO framework and allows users to manage, protect and utilize sensitive information in new ways. The Protocol offers a new standard for whitelists and allows participation in multiple ICOs. Bridge Certificates build trust so users can transact with confidence.",IAM
PRO888,NaPoleonX,NaPoleonX ambitions to become the 1st algorithmic asset management company for crypto investors.,NPX
PRO889,FintruX,"The Global P2P Lending ecosystem powered by
ethereum and no-code development.",FTX
PRO890,Ignite Ratings,"Ignite RATINGS - the world's first, truly Decemberentralised and self-regulating ratings platform and community for digital and traditional assets alike.",IGNT
PRO891,MAD Network,"MAD is a new blockchain protocol for digital advertising, built with privacy by design.",MAD
PRO892,Bankera,Bankera is building a digital bank to last for the blockchain era.,BNK
PRO893,TomoCoin,"An efficient blockchain infrastructure for Decemberentralized applications, token issuance and integration.",TOMO
PRO894,Cortex,Cortex is a Decemberentralized AI autonomous system.,CTXC
PRO895,PolicyPal Network,The future of insurance for unbanked and cryptoassets. PolicyPal Network is a platform built with a twofold vision of addressing key issues that overlap the fields of both insurance and cryptoassets in the world today.,PAL
PRO896,Rentberry,Fully operational long-term rental platform. It leverages blockchain technology to ensure seamless rental experience and allows for crowdsourcing to help tenants unfreeze millions of dollars tied up in rental security deposits.,BERRY
PRO897,Crowd Genie,"Genie ICO aims to build the first Asia wide Business Loans Asset Exchange. First, the team will build a Digital Passport for the entire ecosystem users to meet regulatory compliance requirements. Next, an asia-wide tokenized platform that makes lending across borders possible, secured by blockchain, and ultimately a business loans asset exchange that trade business loans for liquidity",CGcoin
PRO898,Zebi,"Zebi specializes in providing blockchain based solutions to governments and enterprises to leverage, protect their high value & sensitive data.",ZCO
PRO899,IP Exchange,"Blockchain based system fully automated, with full clearing of utility tokens associating the price and distribution based on offer and demand for IPs.",IPSX
PRO900,YGGDRASH,"YGGDRASH is a trust-based multi-dimensional blockchains (branches) built with a vision
“Digitize everything into reality” and to connect everything and any blockchain networks.",YEED
PRO901,Endor,"“Google for predictive analytics”. The world’s first predictions protocol, powered by Social Physics technology, and Blockchain infrastructure.",EDR
PRO902,SyncFab,"Decemberentralized hardware manufacturing. Syncfab revolutionizes manufacturing by connecting buyers directly to
hardware manufacturers. Through the SMarcht Manufacturing Blockchain,
purchasers and manufacturers will be able to streamline the
procurement and supply chain processes, protect intellectual
properties, source, and track parts production in real time and ondemand.",MFG
PRO903,Sentinel Chain,The Sentinel Chain is a B2B Marchketplace specifically designed to provide affordable and secure financial services to the unbanked.,SENC
PRO904,Dragon,"A new digital currency, funded upon Ethereum Blockchain system and strongly underpinned by a substantial gaming business in Macau.",DRG
PRO905,Sapien Network,"A customizable and privacy-focused, Decemberentralized social news platform.",SPN
PRO906,AdHive,"World’s first AI-controlled Influencer Marchketing
platform. Our service offers a fully automated, blockchainbased
solution for mass placement of native video ads on influencers’ channels.",ADH
PRO907,JET8,"JET8 is a Decemberentralized mobile engagement network connecting influencers, audiences and brands through the value of social currency.",J8T
PRO908,DATx,DATx - A Blockchain Empowered Revolutionary Digital Advertising Terminal. Decemberentralized Ad Decemberisioning With User Participation.,DATx
PRO909,Switcheo,"Switcheo Network is a Singapore non-custodial digital asset Marchket, integrated with multiple blockchains and recognised for its platform security, ease of use and fast trade executions.
Its mission is to redefine transparency in the conventional financial system today, starting by giving back to the people their financial freedom which centralized entities now hold.
Switcheo Network currently supports assets from the NEO, Ethereum and EOS blockchain.",SWTH
PRO910,Socialmedia.Marchket,"SocialMedia.Marchket - the first Decemberentralized ecosystem to discover, create, perform and analyze advertising campaigns with social media influencers.",SMT
PRO911,VETRI,Authenticate online using your self-sovereign eID and start monetizing your anonymized personal data.,VLD
PRO912,Viewly,A Decemberentralized video platform powered by the blockchain and peer-to-peer video sharing.,VIEW
PRO913,PolySwarm,PolySwarm is the first Decemberentralized Marchketplace where security experts build anti-malware engines that compete to protect you.,NCT
PRO914,Loki,"Private transactions, Decemberentralised communication.",LOKI
PRO915,Consensus,"Consensus AI is the open-sourced, Decemberentralized platform, powered by native cryptocurrency, and built with the vision to improve the governance of private and public organizations — companies, regions, cities, or countries — using artificial intelligence and Decemberentralized services",SEN
PRO916,Friendz,"Friendz is a tool that lets multinational companies involve a community of users on social networks for Marchketing purposes. Users get rewarded for creating contents for brands and sharing these contents on their personal social network profile. Friendz has an already working product, €1.2m in revenues, 200 clients (multinational companies) and a community of 200k users.",FDZ
PRO917,Cappasity,Decemberentralized AR/VR ecosystem for 3D content exchange.,CAPP
PRO918,Celsius,"Celsius is a new global P2P financial platform that will seamlessly connects holders of crypto-assets with borrowers. It will allow crypto-holders to earn interest on their assets in the form of coins, or get a cash loan against their crypto.",CEL
PRO919,Effect.ai,Effect.AI is a Decemberentralized platform for Artificial Intelligence.,EFX
PRO920,Faceter,Intelligent Surveillance System for Consumers Powered by Fog of Miners,FACE
PRO921,Narrative network,"A social media network that rewards content creators, moderators, and everyone
who positively influences the quality of content on the network.
85% of all revenue is distributed to users.",NRV
PRO922,Own,Equity Marchket Reinvented.,CHX
PRO923,Nexo,Nexo - The World’s First Instant Crypto Overdrafts. Powered by Credissimo - A Leading FinTech Group serving millions of people across Europe for over 10 years.,NEXO
PRO924,Thrive,The Thrive Labs Team is launching a revolutionary Premium Decemberentralized Advertising Marchketplace that breaks up Google’s AdWords monopoly.,THRT
PRO925,Seele,Seele is powered by an up-scalable Neural Consensus protocol for high throughput concurrency among large scale heterogeneous nodes and is able to form a unique heterogeneous forest multi-chain ecosystem,SEELE
PRO926,BitGuild,BitGuild is a Decemberentralized gaming platform built on the blockchain. Our goal is to solve several different problems that plague the current video game industry for both players and companies.,PLAT
PRO927,Open Platform,"The first blockchain payments
infrastructure for applications.",OPEN
PRO928,Block Collider,"A mineable multi-chain protocol for stable coins, Decemberentralized exchanges, and meta contracts. Building a stable global state of the entire blockchain ecosystem. No validators, master-nodes, or centralization of any kind.",EMB
PRO929,Auctus,"SMarcht Contract Powered Retirement Plans. Auctus is the world's first blockchain based retirement plan platform, which allows users to create diversified portfolios, consisting of traditional asset classes and cryptocurrencies.",AUC
PRO930,Coinvest,The world’s first Decemberentralized investment trading Marchket for cryptocurrencies,COIN
PRO931,NKN,"Project aiming to rebuild the Internet that will be truly open, Decemberentralized, dynamic, safe, shared and owned by the community.",NKN
PRO932,Nebula AI,3rd Generation Blockchain - Decemberentralized AI blockchain,NBAI
PRO933,CloudMoolah,"Mobile gaming Steam Store for Southeast Asia, with an inbuilt Kickstarter for game developers and virtual items Marchketplace.",XMOO
PRO934,DML,Blockchain-based Decemberentralized machine learning protocol.,DML
PRO935,Lendingblock,"The first cross-chain lending
platform for the crypto economy. Lendingblock is an open exchange for cryptocurrency loans, where borrowers and lenders are instantly matched in simple, safe and transparent way.",LND
